        x           yn          zn          ∫yn² 
2.354709342e+00 -6.242451104e+01 4.047931158e+02 9.297644942e+15
2.374749422e+00 -5.430389198e+01 4.057988390e+02 9.891337997e+15
2.394789502e+00 -4.616427403e+01 4.066660979e+02 1.052696702e+16
2.414829582e+00 -3.800843460e+01 4.073945885e+02 1.120747502e+16
2.434869662e+00 -2.983915680e+01 4.079840543e+02 1.193601336e+16
2.454909742e+00 -2.165922851e+01 4.084342863e+02 1.271595644e+16
2.474949822e+00 -1.347144137e+01 4.087451226e+02 1.355091739e+16
2.494989902e+00 -5.278589883e+00 4.089164494e+02 1.444476493e+16
2.515029982e+00 2.916529571e+00 4.089482001e+02 1.540164138e+16
2.535070062e+00 1.111111967e+01 4.088403561e+02 1.642598193e+16
2.555110142e+00 1.930238313e+01 4.085929462e+02 1.752253535e+16
2.575150222e+00 2.748752361e+01 4.082060469e+02 1.869638607e+16
2.595190302e+00 3.566374674e+01 4.076797823e+02 1.995297794e+16
2.615230381e+00 4.382826101e+01 4.070143242e+02 2.129813956e+16
2.635270461e+00 5.197827875e+01 4.062098918e+02 2.273811148e+16
2.655310541e+00 6.011101710e+01 4.052667517e+02 2.427957529e+16
2.675350621e+00 6.822369890e+01 4.041852181e+02 2.592968479e+16
2.695390701e+00 7.631355373e+01 4.029656523e+02 2.769609937e+16
2.715430781e+00 8.437781876e+01 4.016084626e+02 2.958701972e+16
2.735470861e+00 9.241373976e+01 4.001141046e+02 3.161122613e+16
2.755510941e+00 1.004185720e+02 3.984830806e+02 3.377811944e+16
2.775551021e+00 1.083895813e+02 3.967159395e+02 3.609776495e+16
2.795591101e+00 1.163240446e+02 3.948132769e+02 3.858093938e+16
2.815631181e+00 1.242192516e+02 3.927757344e+02 4.123918119e+16
2.835671261e+00 1.320725048e+02 3.906040000e+02 4.408484451e+16
2.855711341e+00 1.398811212e+02 3.882988074e+02 4.713115679e+16
2.875751421e+00 1.476424326e+02 3.858609358e+02 5.039228061e+16
2.895791501e+00 1.553537871e+02 3.832912098e+02 5.388337986e+16
2.915831581e+00 1.630125494e+02 3.805904993e+02 5.762069056e+16
2.935871661e+00 1.706161023e+02 3.777597186e+02 6.162159681e+16
2.955911741e+00 1.781618471e+02 3.747998265e+02 6.590471197e+16
2.975951821e+00 1.856472047e+02 3.717118263e+02 7.048996573e+16
2.995991901e+00 1.930696164e+02 3.684967646e+02 7.539869726e+16
3.016031981e+00 2.004265451e+02 3.651557317e+02 8.065375504e+16
3.036072060e+00 2.077154758e+02 3.616898609e+02 8.627960366e+16
3.056112140e+00 2.149339163e+02 3.581003283e+02 9.230243832e+16
3.076152220e+00 2.220793987e+02 3.543883520e+02 9.875030735e+16
3.096192300e+00 2.291494796e+02 3.505551923e+02 1.056532434e+17
3.116232380e+00 2.361417414e+02 3.466021507e+02 1.130434042e+17
3.136272460e+00 2.430537928e+02 3.425305697e+02 1.209552228e+17
3.156312540e+00 2.498832697e+02 3.383418325e+02 1.294255688e+17
3.176352620e+00 2.566278362e+02 3.340373623e+02 1.384939211e+17
3.196392700e+00 2.632851851e+02 3.296186218e+02 1.482025527e+17
3.216432780e+00 2.698530391e+02 3.250871130e+02 1.585967287e+17
3.236472860e+00 2.763291509e+02 3.204443761e+02 1.697249182e+17
3.256512940e+00 2.827113048e+02 3.156919898e+02 1.816390213e+17
3.276553020e+00 2.889973168e+02 3.108315700e+02 1.943946127e+17
3.296593100e+00 2.951850357e+02 3.058647697e+02 2.080512015e+17
3.316633180e+00 3.012723436e+02 3.007932784e+02 2.226725105e+17
3.336673260e+00 3.072571570e+02 2.956188212e+02 2.383267745e+17
3.356713340e+00 3.131374270e+02 2.903431586e+02 2.550870607e+17
3.376753420e+00 3.189111405e+02 2.849680857e+02 2.730316108e+17
3.396793500e+00 3.245763205e+02 2.794954317e+02 2.922442079e+17
3.416833580e+00 3.301310269e+02 2.739270592e+02 3.128145699e+17
3.436873659e+00 3.355733575e+02 2.682648634e+02 3.348387695e+17
3.456913739e+00 3.409014479e+02 2.625107719e+02 3.584196855e+17
3.476953819e+00 3.461134730e+02 2.566667437e+02 3.836674853e+17
3.496993899e+00 3.512076470e+02 2.507347685e+02 4.107001416e+17
3.517033979e+00 3.561822242e+02 2.447168662e+02 4.396439863e+17
3.537074059e+00 3.610354998e+02 2.386150861e+02 4.706343031e+17
3.557114139e+00 3.657658101e+02 2.324315065e+02 5.038159629e+17
3.577154219e+00 3.703715335e+02 2.261682333e+02 5.393441037e+17
3.597194299e+00 3.748510906e+02 2.198274002e+02 5.773848588e+17
3.617234379e+00 3.792029453e+02 2.134111670e+02 6.181161374e+17
3.637274459e+00 3.834256046e+02 2.069217199e+02 6.617284596e+17
3.657314539e+00 3.875176199e+02 2.003612698e+02 7.084258518e+17
3.677354619e+00 3.914775868e+02 1.937320521e+02 7.584268048e+17
3.697394699e+00 3.953041460e+02 1.870363258e+02 8.119653002e+17
3.717434779e+00 3.989959839e+02 1.802763728e+02 8.692919102e+17
3.737474859e+00 4.025518324e+02 1.734544969e+02 9.306749751e+17
3.757514939e+00 4.059704701e+02 1.665730233e+02 9.964018642e+17
3.777555019e+00 4.092507221e+02 1.596342977e+02 1.066780327e+18
3.797595099e+00 4.123914609e+02 1.526406854e+02 1.142139939e+18
3.817635179e+00 4.153916064e+02 1.455945705e+02 1.222833652e+18
3.837675259e+00 4.182501265e+02 1.384983552e+02 1.309239456e+18
3.857715338e+00 4.209660374e+02 1.313544592e+02 1.401762153e+18
3.877755418e+00 4.235384038e+02 1.241653182e+02 1.500835261e+18
3.897795498e+00 4.259663396e+02 1.169333837e+02 1.606923058e+18
3.917835578e+00 4.282490076e+02 1.096611220e+02 1.720522763e+18
3.937875658e+00 4.303856205e+02 1.023510132e+02 1.842166873e+18
3.957915738e+00 4.323754406e+02 9.500555048e+01 1.972425674e+18
3.977955818e+00 4.342177803e+02 8.762723922e+01 2.111909922e+18
3.997995898e+00 4.359120023e+02 8.021859621e+01 2.261273719e+18
4.018035978e+00 4.374575199e+02 7.278214868e+01 2.421217590e+18
4.038076058e+00 4.388537970e+02 6.532043353e+01 2.592491783e+18
4.058116138e+00 4.401003486e+02 5.783599641e+01 2.775899803e+18
4.078156218e+00 4.411967405e+02 5.033139089e+01 2.972302192e+18
4.098196298e+00 4.421425900e+02 4.280917755e+01 3.182620586e+18
4.118236378e+00 4.429375656e+02 3.527192313e+01 3.407842051e+18
4.138276458e+00 4.435813875e+02 2.772219967e+01 3.649023739e+18
4.158316538e+00 4.440738271e+02 2.016258359e+01 3.907297866e+18
4.178356618e+00 4.444147079e+02 1.259565484e+01 4.183877043e+18
4.198396698e+00 4.446039048e+02 5.023996013e+00 4.480059997e+18
4.218436778e+00 4.446413446e+02 -2.549808530e+00 4.797237689e+18
4.238476858e+00 4.445270059e+02 -1.012317356e+01 5.136899868e+18
4.258516937e+00 4.442609191e+02 -1.769351383e+01 5.500642098e+18
4.278557017e+00 4.438431664e+02 -2.525824501e+01 5.890173277e+18
4.298597097e+00 4.432738818e+02 -3.281478452e+01 6.307323697e+18
4.318637177e+00 4.425532510e+02 -4.036055242e+01 6.754053674e+18
4.338677257e+00 4.416815113e+02 -4.789297232e+01 7.232462792e+18
4.358717337e+00 4.406589517e+02 -5.540947221e+01 7.744799810e+18
4.378757417e+00 4.394859128e+02 -6.290748542e+01 8.293473266e+18
4.398797497e+00 4.381627863e+02 -7.038445139e+01 8.881062841e+18
4.418837577e+00 4.366900154e+02 -7.783781662e+01 9.510331532e+18
4.438877657e+00 4.350680944e+02 -8.526503554e+01 1.018423869e+19
4.458917737e+00 4.332975683e+02 -9.266357132e+01 1.090595398e+19
4.478957817e+00 4.313790331e+02 -1.000308968e+02 1.167887236e+19
4.498997897e+00 4.293131353e+02 -1.073644954e+02 1.250663007e+19
4.519037977e+00 4.271005717e+02 -1.146618617e+02 1.339312184e+19
4.539078057e+00 4.247420893e+02 -1.219205028e+02 1.434251926e+19
4.559118137e+00 4.222384847e+02 -1.291379386e+02 1.535929047e+19
4.579158217e+00 4.195906044e+02 -1.363117031e+02 1.644822127e+19
4.599198297e+00 4.167993441e+02 -1.434393450e+02 1.761443771e+19
4.619238377e+00 4.138656484e+02 -1.505184287e+02 1.886343034e+19
4.639278457e+00 4.107905106e+02 -1.575465348e+02 2.020108009e+19
4.659318537e+00 4.075749723e+02 -1.645212615e+02 2.163368609e+19
4.679358616e+00 4.042201233e+02 -1.714402247e+02 2.316799544e+19
4.699398696e+00 4.007271008e+02 -1.783010596e+02 2.481123507e+19
4.719438776e+00 3.970970893e+02 -1.851014207e+02 2.657114590e+19
4.739478856e+00 3.933313202e+02 -1.918389835e+02 2.845601942e+19
4.759518936e+00 3.894310711e+02 -1.985114442e+02 3.047473691e+19
4.779559016e+00 3.853976659e+02 -2.051165217e+02 3.263681140e+19
4.799599096e+00 3.812324737e+02 -2.116519574e+02 3.495243264e+19
4.819639176e+00 3.769369088e+02 -2.181155163e+02 3.743251529e+19
4.839679256e+00 3.725124302e+02 -2.245049881e+02 4.008875056e+19
4.859719336e+00 3.679605409e+02 -2.308181875e+02 4.293366144e+19
4.879759416e+00 3.632827873e+02 -2.370529550e+02 4.598066200e+19
4.899799496e+00 3.584807592e+02 -2.432071580e+02 4.924412077e+19
4.919839576e+00 3.535560887e+02 -2.492786910e+02 5.273942879e+19
4.939879656e+00 3.485104497e+02 -2.552654769e+02 5.648307235e+19
4.959919736e+00 3.433455579e+02 -2.611654672e+02 6.049271105e+19
4.979959816e+00 3.380631694e+02 -2.669766430e+02 6.478726137e+19
4.999999896e+00 3.326650809e+02 -2.726970155e+02 6.938698613e+19
5.020039976e+00 3.271531282e+02 -2.783246269e+02 7.431359048e+19
